epoch,train_loss,val_loss,map50
1,35.97383514610497,15.856309254964193,
2,17.642162311951626,11.211599924625494,
3,12.790158956667632,8.948128168399517,
4,10.45754843973285,7.550498895156077,
5,8.985396429378554,6.697859354508229,
6,8.092936906114968,6.216539694712712,
7,7.574719193359139,5.935034978084075,
8,7.252982756345888,5.788607077720838,
9,7.031906919589835,5.664564077670757,
10,6.889564267456762,5.595575876725026,0.022325852899510324
11,6.752868567654525,5.4874309454208765,
12,6.600698156246347,5.426495041602697,
13,6.475692148834582,5.370214067972624,
14,6.3893522829622835,5.312674880027771,
15,6.289561555192277,5.254778968982207,
16,6.229693258130872,5.205470195183387,
17,6.127310745504372,5.1639015430059185,
18,6.080273970673904,5.12052015769176,
19,6.022815343495962,5.082103677285024,
20,5.965730954321195,5.041269397124266,0.09188660479703685
21,5.891984446168406,5.008289046776601,
22,5.823672996064411,4.974319760616009,
23,5.80667714078454,4.930928297531911,
24,5.738260631855851,4.908041562789526,
25,5.694850001095805,4.877993060992314,
26,5.661897929939064,4.839047911839607,
27,5.632104054381028,4.807409705259861,
28,5.585046595127887,4.790818266379527,
29,5.541520369098913,4.758580036652394,
30,5.495160491310031,4.729726320657974,0.12096532122814097
31,5.455970516536227,4.71455362209907,
32,5.4298613853896445,4.710588277914585,
33,5.410363396162232,4.681708348103059,
34,5.387192061508944,4.668136825928321,
35,5.375790168880036,4.6670478368416815,
36,5.336208971310766,4.646322186176594,
37,5.344001899814974,4.6410092665598945,
38,5.327650648286444,4.621244565034524,
39,5.296467293183316,4.610543954066741,
40,5.276886557980394,4.601554531317491,0.1357607000740245
41,5.291542171051144,4.58190101537949,
42,5.2361557087843025,4.5626825247055445,
43,5.1865720159758935,4.553836220350021,
44,5.177998798694389,4.544158525955983,
45,5.141742996267371,4.525636764673086,
46,5.137772577609795,4.502707169606135,
47,5.107066133307674,4.5006443690031,
48,5.094445254351641,4.488281518985064,
49,5.076670633779989,4.477258067864638,
50,5.028458883403351,4.4618407518435745,0.1523094288306311
51,5.013216190816813,4.444360185892154,
52,4.98823358101274,4.4251406284479,
53,4.968997141569277,4.417416221056229,
54,4.911001188874705,4.408770148570721,
55,4.938007413650571,4.405922580987979,
56,4.882825543981721,4.389604880259587,
57,4.889463842605532,4.376106268320328,
58,4.867666852059972,4.367527594933143,
59,4.8377190114908695,4.358750951595796,
60,4.822973306574877,4.346070060363183,0.15965907801873983
61,4.783748135143266,4.3331400736784325,
62,4.7470108938033055,4.325394395070198,
63,4.737897558101816,4.315453422375215,
64,4.724466022837576,4.306992683655176,
65,4.695038734715878,4.296623245263711,
66,4.680534062698541,4.289288964027014,
67,4.653766265707127,4.278938452402751,
68,4.641178737736117,4.267644487894499,
69,4.618781913661588,4.255746168968005,
70,4.58895003749597,4.244586565555671,0.17003931640647352
71,4.5778954949618305,4.2409484294744635,
72,4.57356646070149,4.237222020442669,
73,4.552417537880681,4.219169246844756,
74,4.540135044849057,4.214572120935489,
75,4.506647959639206,4.199603578983209,
76,4.514518362214667,4.196370537464436,
77,4.492824367574744,4.183523009984921,
78,4.468455751890382,4.178272855587495,
79,4.465491000289623,4.161797865843162,
80,4.452882142600866,4.15673072827168,0.17570485365577043
81,4.4416965784713565,4.155705901292654,
82,4.417339005525508,4.145964429928706,
83,4.420347176923715,4.147424364701296,
84,4.429973858203667,4.150382151970496,
85,4.4126582053637415,4.147514948478112,
86,4.402090234646005,4.143913620557541,
87,4.419713374730703,4.143510604516054,
88,4.388888284506485,4.138383217346974,
89,4.410843141290672,4.137879090431409,
90,4.40477982174936,4.128243192648276,0.1777016862295568
91,4.3949145433065055,4.133674098895146,
92,4.39653281263403,4.1312910715738935,
93,4.41590597362592,4.134598200137798,
94,4.372322694675343,4.124150129464956,
95,4.380441156593529,4.129502412600395,
96,4.380036634828133,4.1252360832996855,
97,4.3682508348958375,4.123478137529814,
98,4.363570122184901,4.126344604369922,
99,4.368127247541567,4.123886276514102,
100,4.375758988516671,4.125768823501391,0.17865585428662598
101,4.358278372112848,4.1167297546680155,
102,4.354645148207322,4.112202711594411,
103,4.349858144995789,4.109543568048721,
104,4.3609079071913905,4.107230531863677,
105,4.353286165068048,4.115456361037034,
106,4.346483882329639,4.10903288767888,
107,4.363281120204557,4.097976776269766,
108,4.349642750839469,4.098152237060742,
109,4.324503202696104,4.08106356095045,
110,4.3233326742547815,4.078064200205681,0.18168371724896132
111,4.320760570437752,4.06920286325308,
112,4.320195279986702,4.05804151449448,
113,4.292718909421943,4.035926678241828,
114,4.2628732933501015,4.0262455848547125,
115,4.277155704940148,4.018186734272883,
116,4.240667824579482,4.002909440260667,
117,4.22156295168814,3.9879588866845155,
118,4.224945452222492,3.985391717690688,
119,4.192159351694998,3.962885630436433,
120,4.199289197627182,3.9567212966772227,0.20126938670873643
121,4.301143795366913,3.9794870553872523,
122,4.260728479812504,3.9282695727470593,
123,4.179525554870547,3.882059402954884,
124,4.116082258666344,3.8589233526816735,
125,4.064995123152567,3.7924528274780664,
126,3.9817163088146783,3.768185386290917,
127,3.9294451755906623,3.6979342729617386,
128,3.8818956627348675,3.675000866254171,
129,3.83464781013695,3.6337402906173315,
130,3.798729813697255,3.6046769466155615,0.23073386950418354
131,3.745106498246948,3.556872600164169,
132,3.7021109118885054,3.5231902171403933,
133,3.7475588027114575,3.5202335577744703,
134,3.7158054246865646,3.4826611952903943,
135,3.620389997268736,3.4122160367476635,
136,3.5716045565586754,3.356670673076923,
137,3.5019665022154114,3.342820717738225,
138,3.434013622607964,3.258326252301534,
139,3.390322213007216,3.2721623946458864,
140,3.3503282806587955,3.154901620669243,0.26250279899686574
141,3.280407794193872,3.1601203221541185,
142,3.2278258386265817,3.0973158983083873,
143,3.2276034079003058,3.0835412587874975,
144,3.1606175743014657,3.040109004729833,
145,3.1054576842481105,3.0078943020258193,
146,3.0648511947351995,2.968355426421532,
147,3.039711891914427,2.9616747483229027,
148,2.9963285702075737,2.937541004938957,
149,2.9688238425604627,2.884248204720326,
150,2.93129005855575,2.873949420757783,0.2889288766309619
151,2.8937282286095343,2.8478835148689075,
152,2.8624295608417407,2.813346945322477,
153,2.85590478720352,2.8231312953508816,
154,2.823756069750399,2.804694053454277,
155,2.7864953284097913,2.7594654804620986,
156,2.769651093998471,2.7326761453579635,
157,2.7539827446219545,2.7384084784067593,
158,2.7577985759867665,2.7163625267835765,
159,2.692273202549997,2.6992409015313172,
160,2.6707386284721406,2.6934585785254455,0.3337692923843861
161,2.6633149937773304,2.674233080484928,
162,2.644516334570513,2.6651044273987794,
163,2.608869433403015,2.649417910820399,
164,2.600430965423584,2.641312959866646,
165,2.5726828335795164,2.6111931250645566,
166,2.556924036570958,2.603805645918235,
167,2.54822208614423,2.620117126367031,
168,2.5316883772036283,2.5734182458657484,
169,2.513859602475258,2.5966347792209725,
170,2.4732766156030896,2.55761065085729,0.3505921818315983
171,2.4662516236765506,2.5477201632964306,
172,2.481974341234185,2.5909114999648852,
173,2.441771893427639,2.520806977382073,
174,2.539920984548031,2.6111399913445497,
175,2.526991378846776,2.6012856562932334,
176,2.5109069490064524,2.599409988293281,
177,2.4197274138108185,2.508455679966853,
178,2.3643649991414724,2.494129070868859,
179,2.349218959053511,2.484194686779609,
180,2.3246363926117946,2.495738576620053,0.368632634729147
181,2.312915414456695,2.4550511959271555,
182,2.2921583146202056,2.4398593398240895,
183,2.268765049091177,2.445251689507411,
184,2.2524497126980636,2.423977228311392,
185,2.2361358804592295,2.423683838966565,
186,2.218254244005358,2.4127642756853347,
187,2.21229477324541,2.415879705013373,
188,2.206423698244868,2.408727827744606,
189,2.1939530961762066,2.398974305544144,
190,2.1787073377476696,2.389431063945477,0.37864005491137503
191,2.173636973134339,2.3960341092867727,
192,2.1618126308595813,2.381930118952042,
193,2.1536387085454343,2.374452071312146,
194,2.125271679351689,2.3918299705554276,
195,2.1277043856248894,2.3630602864118724,
196,2.114478852297809,2.3665748697060804,
197,2.0993351991572435,2.3435864937611117,
198,2.088140951620566,2.3486942847569785,
199,2.0889219565741346,2.3609801072340746,
200,2.077128605492787,2.356947463292342,0.4037763811647892
201,2.076138046257284,2.3210852971443763,
202,2.0519021809331237,2.3280125229786606,
203,2.028694359492151,2.340956892722692,
204,2.0398211815182306,2.3402217015241966,
205,2.0153414715210904,2.3177208044590096,
206,1.98973835987474,2.288575508655646,
207,1.9542639876884844,2.286129815456195,
208,1.951110092369286,2.2817859710791173,
209,1.9250873759906724,2.2705102822719474,
210,1.9434660079396369,2.266955349689875,0.41373558044433595
211,1.9299620716728298,2.267242743418767,
